tangible,t æ n dʒ ə b ə l,19
tensions,t ɛ n tʃ ə n z,19
theology,θ i ɑ l ə dʒ i,19
therapist,θ ɛ ɹ ə p ə s t,19
timber,t ɪ m b ɝ,19
toast,t oʊ s t,19
tobacco,t ə b æ k oʊ,19
toes,t oʊ z,19
traveling,t ɹ æ v ə l ɪ ŋ,19
twisted,t w ɪ s t ə d,19
underground,ʌ n d ɝ ɡ ɹ aʊ n d,19
vector,v ɛ k t ɝ,19
venture,v ɛ n tʃ ɝ,19
vertex,v ɝ t ɛ k s,19
victims,v ɪ k t ə m z,19
vincent,v ɪ n s ə n t,19
whereby,w ɛ ɹ b aɪ,19
whip,w ɪ p,19
wildlife,w aɪ l d l aɪ f,19
wiped,w aɪ p t,19
wisconsin,w ɪ s k ɑ n s ə n,19
abrupt,ə b ɹ ʌ p t,18
abruptly,ə b ɹ ʌ p t l i,18
abuse,ə b j u s,18
acted,æ k t ə d,18
adolescence,æ d ə l ɛ s ə n s,18
advances,ə d v æ n s ə z,18
affection,ə f ɛ k ʃ ə n,18
aged,eɪ dʒ d,18
aluminum,ə l u m ə n ə m,18
ammunition,æ m j ə n ɪ ʃ ə n,18
andrei,æ n d ɹ eɪ,18
angel,eɪ n dʒ ə l,18
announce,ə n aʊ n s,18
applicable,æ p l ə k ə b ə l,18
arkansas,ɑ ɹ k ə n s ɑ,18
arose,ɝ oʊ z,18
asks,æ s k s,18
assign,ə s aɪ n,18
assignments,ə s aɪ n m ə n t s,18
athletic,æ θ l ɛ t ɪ k,18
attributed,ə t ɹ ɪ b j ə t ə d,18
austin,ɔ s t ə n,18
autonomy,ɔ t ɑ n ə m i,18
barco,b ɑ ɹ k oʊ,18
bargaining,b ɑ ɹ ɡ ɪ n ɪ ŋ,18
bat,b æ t,18
bathroom,b æ θ ɹ u m,18
battery,b æ t ɝ i,18
bell,b ɛ l,18
beloved,b ɪ l ʌ v d,18
biblical,b ɪ b l ə k ə l,18
birthday,b ɝ θ d eɪ,18
bishop,b ɪ ʃ ə p,18
bitterness,b ɪ t ɝ n ə s,18
brains,b ɹ eɪ n z,18
brick,b ɹ ɪ k,18
brightness,b ɹ aɪ t n ə s,18
bulletin,b ʊ l ɪ t ə n,18
bunk,b ʌ ŋ k,18
buried,b ɛ ɹ i d,18
camping,k æ m p ɪ ŋ,18
camps,k æ m p s,18
candle,k æ n d ə l,18
cats,k æ t s,18
causing,k ɑ z ɪ ŋ,18
ceremony,s ɛ ɹ ə m oʊ n i,18
chase,tʃ eɪ s,18
chorus,k ɔ ɹ ə s,18
classroom,k l æ s ɹ u m,18
cobb,k ɑ b,18
colt,k oʊ l t,18
columbia,k ə l ʌ m b i ə,18
commented,k ɑ m ɛ n t ə d,18
committees,k ə m ɪ t i z,18
compelled,k ə m p ɛ l d,18
competence,k ɑ m p ə t ɪ n s,18
congregations,k ɑ ŋ ɡ ɹ ə ɡ eɪ ʃ ə n z,18
consistency,k ə n s ɪ s t ə n s i,18
consumption,k ə n s ʌ m p ʃ ə n,18
continuation,k ə n t ɪ n j u eɪ ʃ ə n,18
copies,k ɑ p i z,18
corners,k ɔ ɹ n ɝ z,18
cosmic,k ɑ z m ɪ k,18
costumes,k ɑ s t u m z,18
crops,k ɹ ɑ p s,18
customs,k ʌ s t ə m z,18
cylinder,s ɪ l ə n d ɝ,18
defended,d ɪ f ɛ n d ə d,18
deliver,d ɪ l ɪ v ɝ,18
denial,d ɪ n aɪ ə l,18
designer,d ɪ z aɪ n ɝ,18
dick,d ɪ k,18
differ,d ɪ f ɝ,18
disposed,d ɪ s p oʊ z d,18
drain,d ɹ eɪ n,18
drift,d ɹ ɪ f t,18
drops,d ɹ ɑ p s,18
earned,ɝ n d,18
earnest,ɝ n ɪ s t,18
editors,ɛ d ɪ t ɝ z,18
effluent,ɛ f l u ə n t,18
emerge,ɪ m ɝ dʒ,18
emphasized,ɛ m f ə s aɪ z d,18
epic,ɛ p ɪ k,18
erected,ɪ ɹ ɛ k t ə d,18
ernie,ɝ n i,18
escaped,ɪ s k eɪ p t,18
exercised,ɛ k s ɝ s aɪ z d,18
expecting,ɪ k s p ɛ k t ɪ ŋ,18
faded,f eɪ d ə d,18
fame,f eɪ m,18
fan,f æ n,18
faster,f æ s t ɝ,18
favored,f eɪ v ɝ d,18
fellows,f ɛ l oʊ z,18
folks,f oʊ k s,18
forgot,f ɝ ɡ ɑ t,18
formally,f ɔ ɹ m ə l i,18
fountain,f aʊ n t ə n,18
grams,ɡ ɹ æ m z,18
griffith,ɡ ɹ ɪ f ə θ,18
halfway,h æ f w eɪ,18
harvey,h ɑ ɹ v i,18
humble,h ʌ m b ə l,18
hunter,h ʌ n t ɝ,18
hypothesis,h aɪ p ɑ θ ə s ə s,18
informal,ɪ n f ɔ ɹ m ə l,18
initially,ɪ n ɪ ʃ ə l i,18
interrupted,ɪ n t ɝ ʌ p t ɪ d,18
interval,ɪ n t ɝ v ə l,18
intuition,ɪ n t u ɪ ʃ ə n,18
investigated,ɪ n v ɛ s t ə ɡ eɪ t ə d,18
iodine,aɪ ə d aɪ n,18
juvenile,dʒ u v ə n ə l,18
kicked,k ɪ k t,18
knight,n aɪ t,18
kowalski,k ə w ɑ l s k i,18
lamp,l æ m p,18
langford,l æ ŋ f ɝ d,18
lemon,l ɛ m ə n,18
likewise,l aɪ k w aɪ z,18
lip,l ɪ p,18
locations,l oʊ k eɪ ʃ ə n z,18
loyal,l ɔɪ ə l,18
madden,m æ d ə n,18
manufacture,m æ n j ə f æ k tʃ ɝ,18
marry,m ɛ ɹ i,18
mechanisms,m ɛ k ə n ɪ z ə m z,18
medieval,m ɪ d i v ə l,18
meredith,m ɛ ɹ ɪ d ɪ θ,18
milling,m ɪ l ɪ ŋ,18
neglected,n ə ɡ l ɛ k t ə d,18
nineteen,n aɪ n t i n,18
objection,ə b dʒ ɛ k ʃ ə n,18
officially,ə f ɪ ʃ ə l i,18
overhead,oʊ v ɝ h ɛ d,18
overnight,oʊ v ɝ n aɪ t,18
oxford,ɑ k s f ɝ d,18
parlor,p ɑ ɹ l ɝ,18
partnership,p ɑ ɹ t n ɝ ʃ ɪ p,18
pen,p ɛ n,18
photograph,f oʊ t ə ɡ ɹ æ f,18
phrases,f ɹ eɪ z ə z,18
plainly,p l eɪ n l i,18
pole,p oʊ l,18
predicted,p ɹ ɪ d ɪ k t ɪ d,18
print,p ɹ ɪ n t,18
printing,p ɹ ɪ n t ɪ ŋ,18
priority,p ɹ aɪ ɔ ɹ ə t i,18
privilege,p ɹ ɪ v l ə dʒ,18
proceed,p ɹ ə s i d,18
proceedings,p ɹ oʊ s i d ɪ ŋ z,18
pronounced,p ɹ ə n aʊ n s t,18
proportions,p ɹ ə p ɔ ɹ ʃ ə n z,18
ranged,ɹ eɪ n dʒ d,18
ratios,ɹ eɪ ʃ i oʊ z,18
rebel,ɹ ɛ b ə l,18
referring,ɹ ɪ f ɝ ɪ ŋ,18
refers,ɹ ə f ɝ z,18
religions,ɹ i l ɪ dʒ ə n z,18
remarkably,ɹ ɪ m ɑ ɹ k ə b l i,18
repeatedly,ɹ ɪ p i t ɪ d l i,18
representation,ɹ ɛ p ɹ ə z ɛ n t eɪ ʃ ə n,18
resentment,ɹ ɪ z ɛ n t m ə n t,18
rests,ɹ ɛ s t s,18
reverse,ɹ ɪ v ɝ s,18
ridge,ɹ ɪ dʒ,18
roared,ɹ ɔ ɹ d,18
rod,ɹ ɑ d,18
rubbed,ɹ ʌ b d,18
sank,s æ ŋ k,18
saxon,s æ k s ə n,18
selective,s ə l ɛ k t ɪ v,18
serum,s ɪ ɹ ə m,18
shifted,ʃ ɪ f t ə d,18
shrugged,ʃ ɹ ʌ ɡ d,18
simpler,s ɪ m p ə l ɝ,18
sole,s oʊ l,18
speaks,s p i k s,18
specialized,s p ɛ ʃ ə l aɪ z d,18
spectacle,s p ɛ k t ə k ə l,18
spectra,s p ɛ k t ɹ ə,18
squad,s k w ɑ d,18
squeezed,s k w i z d,18
stall,s t ɔ l,18
stein,s t aɪ n,18
stephen,s t i v ə n,18
stevens,s t i v ə n z,18
stevie,s t i v i,18
stocks,s t ɑ k s,18
stolen,s t oʊ l ə n,18
subjective,s ə b dʒ ɛ k t ɪ v,18
submit,s ə b m ɪ t,18
suburbs,s ʌ b ɝ b z,18
sue,s u,18
sung,s ʌ ŋ,18
surprisingly,s ɝ p ɹ aɪ z ɪ ŋ l i,18
systematic,s ɪ s t ə m æ t ɪ k,18
talks,t ɔ k s,18
tanks,t æ ŋ k s,18
tap,t æ p,18
technological,t ɛ k n ə l ɑ dʒ ɪ k ə l,18
terribly,t ɛ ɹ ə b l i,18
theorem,θ ɪ ɹ ə m,18
tokyo,t oʊ k i oʊ,18
tommy,t ɑ m i,18
transport,t ɹ æ n s p ɔ ɹ t,18
tray,t ɹ eɪ,18
twist,t w ɪ s t,18
undertaken,ʌ n d ɝ t eɪ k ə n,18
upton,ʌ p t ə n,18
wing,w ɪ ŋ,18
yankee,j æ ŋ k i,18
youngsters,j ʌ ŋ s t ɝ z,18
abandon,ə b æ n d ə n,17
absurd,ə b s ɝ d,17
acceleration,æ k s ɛ l ɝ eɪ ʃ ə n,17
accelerometer,æ k s ɛ l ɝ ɑ m ə t ɝ,17
accompanying,ə k ʌ m p ə n i ɪ ŋ,17
acquisition,æ k w ə z ɪ ʃ ə n,17
ada,eɪ d ə,17
admired,ə d m aɪ ɝ d,17
aggressive,ə ɡ ɹ ɛ s ɪ v,17
allocation,æ l ə k eɪ ʃ ə n,17
alternatives,ɔ l t ɝ n ə t ɪ v z,17
angie,æ n dʒ i,17
anniston,æ n ɪ s t ɪ n,17
anonymous,ə n ɑ n ə m ə s,17
apartments,ə p ɑ ɹ t m ə n t s,17
artificial,ɑ ɹ t ə f ɪ ʃ ə l,17
assuming,ə s u m ɪ ŋ,17
awarded,ə w ɔ ɹ d ə d,17
awards,ə w ɔ ɹ d z,17
awful,ɑ f ə l,17
ballistic,b ə l ɪ s t ɪ k,17
balls,b ɔ l z,17
baptist,b æ p t ə s t,17
barriers,b æ ɹ i ɝ z,17
basket,b æ s k ə t,17
belonged,b ɪ l ɔ ŋ d,17
benson,b ɛ n s ə n,17
brand,b ɹ æ n d,17
breed,b ɹ i d,17
bunch,b ʌ n tʃ,17
bunks,b ʌ ŋ k s,17
burma,b ɝ m ə,17
cabinet,k æ b ə n ə t,17
campaigns,k æ m p eɪ n z,17
capture,k æ p tʃ ɝ,17
captured,k æ p tʃ ɝ d,17
carroll,k æ ɹ ə l,17
catcher,k æ tʃ ɝ,17
cereal,s ɪ ɹ i ə l,17
chaos,k eɪ ɑ s,17
checks,tʃ ɛ k s,17
chip,tʃ ɪ p,17
christians,k ɹ ɪ s tʃ ə n z,17
cleveland,k l i v l ə n d,17
clever,k l ɛ v ɝ,17
codes,k oʊ d z,17
collar,k ɑ l ɝ,17
combine,k ɑ m b aɪ n,17
comparative,k ə m p ɛ ɹ ə t ɪ v,17
compensation,k ɑ m p ə n s eɪ ʃ ə n,17
confession,k ə n f ɛ ʃ ə n,17
connecticut,k ə n ɛ t ə k ə t,17
consent,k ə n s ɛ n t,17
consist,k ə n s ɪ s t,17
consulted,k ə n s ʌ l t ə d,17
continent,k ɑ n t ə n ə n t,17
cooled,k u l d,17
cops,k ɑ p s,17
corridor,k ɔ ɹ ə d ɝ,17
counsel,k aʊ n s ə l,17
counted,k aʊ n t ə d,17
cracked,k ɹ æ k t,17
dandy,d æ n d i,17
darling,d ɑ ɹ l ɪ ŋ,17
declined,d ɪ k l aɪ n d,17
defensive,d ɪ f ɛ n s ɪ v,17
departure,d ɪ p ɑ ɹ tʃ ɝ,17
deputy,d ɛ p j ə t i,17
describing,d ɪ s k ɹ aɪ b ɪ ŋ,17
designated,d ɛ z ɪ ɡ n eɪ t ɪ d,17
destroying,d ɪ s t ɹ ɔɪ ɪ ŋ,17
detectives,d ɪ t ɛ k t ɪ v z,17
diplomacy,d ɪ p l oʊ m ə s i,17
dome,d oʊ m,17
economics,ɛ k ə n ɑ m ɪ k s,17
eighteen,eɪ t i n,17
embassy,ɛ m b ə s i,17
employers,ɛ m p l ɔɪ ɝ z,17
engines,ɛ n dʒ ə n z,17
enjoying,ɛ n dʒ ɔɪ ɪ ŋ,17
explosive,ɪ k s p l oʊ s ɪ v,17
failing,f eɪ l ɪ ŋ,17
females,f i m eɪ l z,17
fires,f aɪ ɝ z,17
fitting,f ɪ t ɪ ŋ,17
flame,f l eɪ m,17
fleet,f l i t,17
flowing,f l oʊ ɪ ŋ,17
followers,f ɑ l oʊ ɝ z,17
formidable,f ɔ ɹ m ə d ə b ə l,17
formulation,f ɔ ɹ m j ə l eɪ ʃ ə n,17
frankfurter,f ɹ æ ŋ k f ɝ t ɝ,17
frankie,f ɹ æ ŋ k i,17
friction,f ɹ ɪ k ʃ ə n,17
fuel,f j u ə l,17
fulton,f ʊ l t ə n,17
gambling,ɡ æ m b ə l ɪ ŋ,17
gap,ɡ æ p,17
geneva,dʒ ə n i v ə,17
geometric,dʒ i ə m ɛ t ɹ ɪ k,17
giffen,ɡ ɪ f ə n,17
gonna,ɡ ɑ n ə,17
graduates,ɡ ɹ æ dʒ ə w ə t s,17
graph,ɡ ɹ æ f,17
grasp,ɡ ɹ æ s p,17
guerrillas,ɡ ɝ ɪ l ə z,17
hamilton,h æ m ə l t ə n,17
hank,h æ ŋ k,17
heroes,h ɪ ɹ oʊ z,17
hiding,h aɪ d ɪ ŋ,17
hitting,h ɪ t ɪ ŋ,17
holiday,h ɑ l ə d eɪ,17
horror,h ɔ ɹ ɝ,17
hunger,h ʌ ŋ ɡ ɝ,17
illustrate,ɪ l ə s t ɹ eɪ t,17
imaginary,ɪ m æ dʒ ə n ɛ ɹ i,17
implied,ɪ m p l aɪ d,17
import,ɪ m p ɔ ɹ t,17
inability,ɪ n ə b ɪ l ɪ t i,17
indifference,ɪ n d ɪ f ɝ ə n s,17
indirectly,ɪ n d ɝ ɛ k t l i,17
infectious,ɪ n f ɛ k ʃ ə s,17
inquiries,ɪ n k w aɪ ɝ i z,17
inquiry,ɪ n k w aɪ ɹ i,17
interaction,ɪ n t ɝ æ k ʃ ə n,17
intersection,ɪ n t ɝ s ɛ k ʃ ə n,17
ivory,aɪ v ɝ i,17
kiss,k ɪ s,17
krim,k ɹ ɪ m,17
lao,l aʊ,17
lessons,l ɛ s ə n z,17
lest,l ɛ s t,17
lion,l aɪ ə n,17
lit,l ɪ t,17
lizzie,l ɪ z i,17
logic,l ɑ dʒ ɪ k,17
loudly,l aʊ d l i,17
meadow,m ɛ d oʊ,17
milton,m ɪ l t ə n,17
missionary,m ɪ ʃ ə n ɛ ɹ i,17
mistaken,m ɪ s t eɪ k ə n,17
molecular,m ə l ɛ k j ə l ɝ,17
morale,m ɝ æ l,17
moreland,m ɔ ɹ l ə n d,17
mortgage,m ɔ ɹ ɡ ə dʒ,17
motions,m oʊ ʃ ə n z,17
murmured,m ɝ m ɝ d,17
muttered,m ʌ t ɝ d,17
nadine,n ə d i n,17
neighborhoods,n eɪ b ɝ h ʊ d z,17
noting,n oʊ t ɪ ŋ,17
notions,n oʊ ʃ ə n z,17
nurse,n ɝ s,17
nursing,n ɝ s ɪ ŋ,17
obscure,ə b s k j ʊ ɹ,17
operators,ɑ p ɝ eɪ t ɝ z,17
packing,p æ k ɪ ŋ,17
pastor,p æ s t ɝ,17
pays,p eɪ z,17
performing,p ɝ f ɔ ɹ m ɪ ŋ,17
persuade,p ɝ s w eɪ d,17
piazza,p i æ z ə,17
pierre,p i ɛ ɹ,17
pockets,p ɑ k ə t s,17
popularity,p ɑ p j ə l ɛ ɹ ə t i,17
porter,p ɔ ɹ t ɝ,17
portrait,p ɔ ɹ t ɹ ə t,17
possess,p ə z ɛ s,17
praise,p ɹ eɪ z,17
preaching,p ɹ i tʃ ɪ ŋ,17
preservation,p ɹ ɛ z ɝ v eɪ ʃ ə n,17
prevailing,p ɹ ɪ v eɪ l ɪ ŋ,17
productivity,p ɹ oʊ d ə k t ɪ v ə t i,17
progressive,p ɹ ə ɡ ɹ ɛ s ɪ v,17
purchasing,p ɝ tʃ ə s ɪ ŋ,17
pushing,p ʊ ʃ ɪ ŋ,17
quote,k w oʊ t,17
raymond,ɹ eɪ m ə n d,17
readings,ɹ ɛ d ɪ ŋ z,17
rebels,ɹ ɛ b ə l z,17
reflecting,ɹ ə f l ɛ k t ɪ ŋ,17
remembering,ɹ ɪ m ɛ m b ɝ ɪ ŋ,17
renewed,ɹ ɪ n u d,17
reporting,ɹ i p ɔ ɹ t ɪ ŋ,17
respiratory,ɹ ɛ s p ɝ ə t ɔ ɹ i,17
rested,ɹ ɛ s t ə d,17
rivers,ɹ ɪ v ɝ z,17
scientist,s aɪ ə n t ɪ s t,17
screamed,s k ɹ i m d,17
screaming,s k ɹ i m ɪ ŋ,17
seal,s i l,17
seasons,s i z ə n z,17
seemingly,s i m ɪ ŋ l i,17
sensed,s ɛ n s t,17
separation,s ɛ p ɝ eɪ ʃ ə n,17
shake,ʃ eɪ k,17
shaped,ʃ eɪ p t,17
shifts,ʃ ɪ f t s,17
shops,ʃ ɑ p s,17
significantly,s ɪ ɡ n ɪ f ɪ k ə n t l i,17
silently,s aɪ l ə n t l i,17
simms,s ɪ m z,17
slowed,s l oʊ d,17
sooner,s u n ɝ,17
spontaneous,s p ɑ n t eɪ n i ə s,17
sport,s p ɔ ɹ t,17
statue,s t æ tʃ u,17
staying,s t eɪ ɪ ŋ,17
steam,s t i m,17
stretching,s t ɹ ɛ tʃ ɪ ŋ,17
stripped,s t ɹ ɪ p t,17
suicide,s u ə s aɪ d,17
summers,s ʌ m ɝ z,17
sums,s ʌ m z,17
sunlight,s ʌ n l aɪ t,17
superintendent,s u p ɝ ə n t ɛ n d ə n t,17
supernatural,s u p ɝ n æ tʃ ɝ ə l,17
thee,ð i,17
throwing,θ ɹ oʊ ɪ ŋ,17
titles,t aɪ t ə l z,17
tracing,t ɹ eɪ s ɪ ŋ,17
tract,t ɹ æ k t,17
transom,t ɹ æ n s ə m,17
trevelyan,t ɹ ə v ɛ l j ə n,17
tumor,t u m ɝ,17
uncertainty,ə n s ɝ t ə n t i,17
useless,j u s l ə s,17
vaguely,v eɪ ɡ l i,17
vicious,v ɪ ʃ ə s,17
violation,v aɪ ə l eɪ ʃ ə n,17
visits,v ɪ z ə t s,17
vitality,v aɪ t æ l ə t i,17
voyage,v ɔɪ ə dʒ,17
wagons,w æ ɡ ə n z,17
walker,w ɔ k ɝ,17
weary,w ɪ ɹ i,17
whiskey,w ɪ s k i,17
wider,w aɪ d ɝ,17
abstraction,æ b s t ɹ æ k ʃ ə n,16
adequately,æ d ə k w ə t l i,16
adjust,ə dʒ ʌ s t,16
afterward,æ f t ɝ w ɝ d,16
aims,eɪ m z,16
alarm,ə l ɑ ɹ m,16
alien,eɪ l i ə n,16
allowance,ə l aʊ ə n s,16
ambitious,æ m b ɪ ʃ ə s,16
ample,æ m p ə l,16
analytic,æ n ə l ɪ t ɪ k,16
angular,æ ŋ ɡ j ə l ɝ,16
anthony,æ n θ ə n i,16
appearing,ə p ɪ ɹ ɪ ŋ,16
arranging,ɝ eɪ n dʒ ɪ ŋ,16
arteries,ɑ ɹ t ɝ i z,16
ashamed,ə ʃ eɪ m d,16
asserted,ə s ɝ t ə d,16
ate,eɪ t,16
attic,æ t ɪ k,16
audiences,ɑ d i ə n s ə z,16
bass,b æ s,16
beautifully,b j u t ə f l i,16
bitterly,b ɪ t ɝ l i,16
bleeding,b l i d ɪ ŋ,16
blockade,b l ɑ k eɪ d,16
bounced,b aʊ n s t,16
boundary,b aʊ n d ɝ i,16
broadcast,b ɹ ɔ d k æ s t,16
brooks,b ɹ ʊ k s,16
buffalo,b ʌ f ə l oʊ,16
buffer,b ʌ f ɝ,16
bulk,b ʌ l k,16
byron,b aɪ ɹ ə n,16
candy,k æ n d i,16
capita,k æ p ɪ t ə,16
channel,tʃ æ n ə l,16
chapters,tʃ æ p t ɝ z,16
chemistry,k ɛ m ə s t ɹ i,16
cherished,tʃ ɛ ɹ ɪ ʃ t,16
chores,tʃ ɔ ɹ z,16
circulation,s ɝ k j ə l eɪ ʃ ə n,16
claiming,k l eɪ m ɪ ŋ,16
claire,k l ɛ ɹ,16
cleaned,k l i n d,16
clearing,k l ɪ ɹ ɪ ŋ,16
closet,k l ɑ z ə t,16
clover,k l oʊ v ɝ,16
cockpit,k ɑ k p ɪ t,16
collect,k ə l ɛ k t,16
commissioners,k ə m ɪ ʃ ə n ɝ z,16
commit,k ə m ɪ t,16
commitments,k ə m ɪ t m ə n t s,16
compatible,k ə m p æ t ə b ə l,16
composite,k ə m p ɑ z ə t,16
compounds,k ɑ m p aʊ n d z,16
conclude,k ə n k l u d,16
confident,k ɑ n f ə d ə n t,16
confined,k ə n f aɪ n d,16
confirm,k ə n f ɝ m,16
conformity,k ə n f ɔ ɹ m ə t i,16
confrontation,k ɑ n f ɹ ə n t eɪ ʃ ə n,16
conjunction,k ə n dʒ ʌ ŋ k ʃ ə n,16
contents,k ɑ n t ɛ n t s,16
correlation,k ɔ ɹ ə l eɪ ʃ ə n,16
costly,k ɑ s t l i,16
cowboy,k aʊ b ɔɪ,16
cows,k aʊ z,16
cranston,k ɹ æ n s t ə n,16
crouched,k ɹ aʊ tʃ t,16
curriculum,k ɝ ɪ k j ə l ə m,16
damp,d æ m p,16
dangers,d eɪ n dʒ ɝ z,16
delegates,d ɛ l ə ɡ eɪ t s,16
delighted,d ɪ l aɪ t ə d,16
denver,d ɛ n v ɝ,16
deserves,d ɪ z ɝ v z,16
devised,d ɪ v aɪ z d,16
dickens,d ɪ k ə n z,16
differential,d ɪ f ɝ ɛ n ʃ ə l,16
differently,d ɪ f ɹ ə n t l i,16
disastrous,d ɪ z æ s t ɹ ə s,16
discussing,d ɪ s k ʌ s ɪ ŋ,16
dish,d ɪ ʃ,16
disturbing,d ɪ s t ɝ b ɪ ŋ,16
doubts,d aʊ t s,16
downward,d aʊ n w ɝ d,16
dropping,d ɹ ɑ p ɪ ŋ,16
dusty,d ʌ s t i,16
earn,ɝ n,16
endurance,ɛ n d ɝ ə n s,16
excluding,ɪ k s k l u d ɪ ŋ,16
exhibits,ɪ ɡ z ɪ b ə t s,16
explosion,ɪ k s p l oʊ ʒ ə n,16
fancy,f æ n s i,16
farming,f ɑ ɹ m ɪ ŋ,16
farms,f ɑ ɹ m z,16
fee,f i,16
fences,f ɛ n s ə z,16
fighters,f aɪ t ɝ z,16
financed,f ɪ n æ n s t,16
finest,f aɪ n ə s t,16
flag,f l æ ɡ,16
flashed,f l æ ʃ t,16
flavor,f l eɪ v ɝ,16
flexibility,f l ɛ k s ə b ɪ l ə t i,16
foolish,f u l ɪ ʃ,16
forehead,f ɔ ɹ h ɛ d,16
founding,f aʊ n d ɪ ŋ,16
fringe,f ɹ ɪ n dʒ,16
gavin,ɡ æ v ɪ n,16
geographical,dʒ i ə ɡ ɹ æ f ɪ k ə l,16
glimpse,ɡ l ɪ m p s,16
glorious,ɡ l ɔ ɹ i ə s,16
glow,ɡ l oʊ,16
goodness,ɡ ʊ d n ə s,16
gotten,ɡ ɑ t ə n,16
gown,ɡ aʊ n,16
grab,ɡ ɹ æ b,16
gradual,ɡ ɹ æ dʒ u ə l,16
greece,ɡ ɹ i s,16
handley,h æ n d l i,16
hanford,h æ n f ɝ d,16
hawaii,h ə w aɪ i,16
heated,h i t ə d,16
henri,h ɛ n ɹ i,16
hers,h ɝ z,16
highways,h aɪ w eɪ z,16
historically,h ɪ s t ɔ ɹ ɪ k ə l i,16
homer,h oʊ m ɝ,16
humorous,h j u m ɝ ə s,16
ideals,aɪ d i l z,16
ignorance,ɪ ɡ n ɝ ə n s,16
implies,ɪ m p l aɪ z,16
improving,ɪ m p ɹ u v ɪ ŋ,16
indicating,ɪ n d ə k eɪ t ɪ ŋ,16
indications,ɪ n d ə k eɪ ʃ ə n z,16
infantry,ɪ n f ə n t ɹ i,16
influenced,ɪ n f l u ə n s t,16
inherited,ɪ n h ɛ ɹ ə t ɪ d,16
injustice,ɪ n dʒ ʌ s t ɪ s,16
inquired,ɪ n k w aɪ ɝ d,16
inserted,ɪ n s ɝ t ə d,16
insights,ɪ n s aɪ t s,16
installations,ɪ n s t ə l eɪ ʃ ə n z,16
instructed,ɪ n s t ɹ ʌ k t ə d,16
invasion,ɪ n v eɪ ʒ ə n,16
investors,ɪ n v ɛ s t ɝ z,16
isolation,aɪ s ə l eɪ ʃ ə n,16
jar,dʒ ɑ ɹ,16
jaw,dʒ ɔ,16
jeep,dʒ i p,16
judicial,dʒ u d ɪ ʃ ə l,16
justification,dʒ ʌ s t ə f ə k eɪ ʃ ə n,16
lecture,l ɛ k tʃ ɝ,16
legitimate,l ə dʒ ɪ t ə m ə t,16
leveling,l ɛ v ə l ɪ ŋ,16
lined,l aɪ n d,16
link,l ɪ ŋ k,16
linked,l ɪ ŋ k t,16
liver,l ɪ v ɝ,16
locate,l oʊ k eɪ t,16
lung,l ʌ ŋ,16
mae,m eɪ,16
mailed,m eɪ l d,16
maintains,m eɪ n t eɪ n z,16
mare,m ɛ ɹ,16
matched,m æ tʃ t,16
messages,m ɛ s ə dʒ ə z,16
metaphysical,m ɛ t ə f ɪ z ɪ k ə l,16
minimize,m ɪ n ə m aɪ z,16
miracle,m ɪ ɹ ə k ə l,16
missions,m ɪ ʃ ə n z,16
mistakes,m ɪ s t eɪ k s,16
monk,m ʌ ŋ k,16
montgomery,m ɑ n t ɡ ʌ m ɹ i,16
muscular,m ʌ s k j ə l ɝ,16
nelson,n ɛ l s ə n,16
networks,n ɛ t w ɝ k s,16
nicolas,n ɪ k ə l ə s,16
northeast,n ɔ ɹ θ i s t,16
notably,n oʊ t ə b l i,16
obligation,ɑ b l ə ɡ eɪ ʃ ə n,16
observer,ə b z ɝ v ɝ,16
occupy,ɑ k j ə p aɪ,16
opens,oʊ p ə n z,16
opium,oʊ p i ə m,16
optimum,ɑ p t ə m ə m,16
orbit,ɔ ɹ b ə t,16
oriental,ɔ ɹ i ɛ n t ə l,16
orientation,ɔ ɹ i ɛ n t eɪ ʃ ə n,16
outfit,aʊ t f ɪ t,16
pan,p æ n,16
parliament,p ɑ ɹ l ə m ə n t,16
partners,p ɑ ɹ t n ɝ z,16
payne,p eɪ n,16
payroll,p eɪ ɹ oʊ l,16
peak,p i k,16
persistent,p ɝ s ɪ s t ə n t,16
philosopher,f ə l ɑ s ə f ɝ,16
photographs,f oʊ t ə ɡ ɹ æ f s,16
piled,p aɪ l d,16
pin,p ɪ n,16
pitching,p ɪ tʃ ɪ ŋ,16
pottery,p ɑ t ɝ i,16
priest,p ɹ i s t,16
priests,p ɹ i s t s,16
pro,p ɹ oʊ,16
proceeds,p ɹ ə s i d z,16
producer,p ɹ ə d u s ɝ,16
professors,p ɹ ə f ɛ s ɝ z,16
prolonged,p ɹ ə l ɔ ŋ d,16
proposition,p ɹ ɑ p ə z ɪ ʃ ə n,16
proves,p ɹ u v z,16
purchases,p ɝ tʃ ə s ə z,16
pursuit,p ɝ s u t,16
qualifications,k w ɑ l ə f ə k eɪ ʃ ə n z,16
quest,k w ɛ s t,16
rage,ɹ eɪ dʒ,16
rail,ɹ eɪ l,16
railroads,ɹ eɪ l ɹ oʊ d z,16
raises,ɹ eɪ z ə z,16
reads,ɹ i d z,16
reasoning,ɹ i z ə n ɪ ŋ,16
references,ɹ ɛ f ɝ ə n s ɪ z,16
refuse,ɹ ə f j u z,16
requiring,ɹ i k w aɪ ɝ ɪ ŋ,16
resume,ɹ ɪ z u m,16
revised,ɹ ɪ v aɪ z d,16
rider,ɹ aɪ d ɝ,16
